date,middlePB,equalWeightAveragePB,close,quantileInAllHistoryMiddlePB,quantileInRecent10YearsMiddlePB,quantileInAllHistoryEqualWeightAveragePB,quantileInRecent10YearsEqualWeightAveragePB
2006-06-19,2.15,2.82,1586.29,0.97135,0.97135,0.97708,0.97708
2006-06-20,2.19,2.85,1592.33,0.98286,0.98286,0.98571,0.98571
2006-06-21,2.16,2.84,1598.12,0.97436,0.97436,0.98006,0.98006
2006-06-22,2.17,2.83,1596.07,0.97727,0.97727,0.97159,0.97159
2006-06-23,2.18,2.87,1605.71,0.97734,0.97734,0.98584,0.98584
2006-06-26,2.24,2.9,1633.45,0.9887,0.9887,0.98588,0.98588
2006-06-27,2.25,2.91,1639.55,0.98873,0.98873,0.98592,0.98592
2006-06-28,2.22,2.9,1639.29,0.98315,0.98315,0.98315,0.98315
2006-06-29,2.28,3.01,1671.62,0.9916,0.9916,0.9944,0.9944
2006-06-30,2.26,2.95,1672.21,0.98603,0.98603,0.98603,0.98603
2006-07-03,2.31,3.02,1697.28,0.99164,0.99164,0.99443,0.99443
2006-07-04,2.31,3.02,1681.55,0.99167,0.99167,0.99444,0.99444
2006-07-05,2.29,2.99,1718.56,0.98615,0.98615,0.98338,0.98338
2006-07-06,2.36,3.08,1741.47,1.0,1.0,1.0,1.0
2006-07-07,2.35,3.08,1730.19,0.99725,0.99725,1.0,1.0
2006-07-10,2.36,3.08,1734.33,1.0,1.0,1.0,1.0
2006-07-11,2.38,3.11,1745.81,1.0,1.0,1.0,1.0
2006-07-12,2.38,3.11,1740.0,1.0,1.0,1.0,1.0
2006-07-13,2.22,2.91,1655.77,0.9564,0.9564,0.95913,0.95913
2006-07-14,2.24,2.91,1665.21,0.95924,0.95924,0.95924,0.95924
2006-07-17,2.27,2.97,1682.89,0.96477,0.96477,0.96477,0.96477
2006-07-18,2.27,2.96,1684.25,0.96486,0.96486,0.96216,0.96216
2006-07-19,2.22,2.9,1645.16,0.94879,0.94879,0.94609,0.94609
2006-07-20,2.22,2.91,1655.12,0.94892,0.94892,0.9543,0.9543
2006-07-21,2.26,2.93,1665.33,0.95979,0.95979,0.9571,0.9571
2006-07-24,2.26,2.91,1665.94,0.95989,0.95989,0.95187,0.95187
2006-07-25,2.28,2.96,1685.46,0.97067,0.97067,0.96267,0.96267
2006-07-26,2.29,2.96,1686.65,0.9734,0.9734,0.96277,0.96277
2006-07-27,2.26,2.94,1675.17,0.95491,0.95491,0.95225,0.95225
2006-07-28,2.25,2.91,1662.03,0.94444,0.94444,0.94444,0.94444
2006-07-31,2.15,2.77,1612.73,0.8971,0.8971,0.88654,0.88654
2006-08-01,2.11,2.71,1600.61,0.88158,0.88158,0.86842,0.86842
2006-08-02,2.1,2.71,1600.87,0.87402,0.87402,0.86877,0.86877
2006-08-03,2.09,2.7,1601.06,0.86387,0.86387,0.86126,0.86126
2006-08-04,2.04,2.61,1570.15,0.7859,0.7859,0.84595,0.84595
2006-08-07,1.94,2.56,1547.44,0.72656,0.72656,0.84115,0.84115
2006-08-08,2.01,2.66,1580.58,0.76364,0.76364,0.85195,0.85195
2006-08-09,2.02,2.66,1578.57,0.76943,0.76943,0.85233,0.85233
2006-08-10,2.06,2.72,1606.07,0.81137,0.81137,0.87855,0.87855
2006-08-11,2.07,2.69,1605.93,0.83505,0.83505,0.85567,0.85567
2006-08-14,1.99,2.61,1570.74,0.74036,0.74036,0.83805,0.83805
2006-08-15,2.03,2.67,1595.66,0.76923,0.76923,0.85128,0.85128
2006-08-16,2.06,2.7,1616.41,0.81074,0.81074,0.86189,0.86189
2006-08-17,2.05,2.7,1603.33,0.79337,0.79337,0.86224,0.86224
2006-08-18,2.04,2.69,1598.02,0.78117,0.78117,0.85242,0.85242
2006-08-21,2.04,2.68,1601.15,0.78173,0.78173,0.84772,0.84772
2006-08-22,2.06,2.66,1613.36,0.81266,0.81266,0.83797,0.83797
2006-08-23,2.05,2.68,1612.4,0.79293,0.79293,0.84848,0.84848
2006-08-24,2.08,2.69,1623.02,0.85139,0.85139,0.8539,0.8539
2006-08-25,2.08,2.73,1623.03,0.85176,0.85176,0.88693,0.88693
2006-08-28,2.12,2.76,1650.44,0.89474,0.89474,0.88972,0.88972
2006-08-29,2.12,2.78,1651.02,0.895,0.895,0.8975,0.8975
2006-08-30,2.13,2.8,1655.2,0.89526,0.89526,0.90274,0.90274
2006-08-31,2.14,2.81,1658.64,0.89801,0.89801,0.90299,0.90299
2006-09-01,2.1,2.74,1636.69,0.87097,0.87097,0.88089,0.88089
2006-09-04,2.14,2.83,1657.52,0.89851,0.89851,0.91089,0.91089
2006-09-05,2.15,2.85,1664.08,0.9037,0.9037,0.92346,0.92346
2006-09-06,2.14,2.86,1672.12,0.89655,0.89655,0.92365,0.92365
2006-09-07,2.11,2.82,1661.19,0.87224,0.87224,0.90172,0.90172
2006-09-08,2.12,2.84,1667.98,0.8848,0.8848,0.91422,0.91422
2006-09-11,2.13,2.85,1674.97,0.88753,0.88753,0.92176,0.92176
2006-09-12,2.15,2.87,1695.86,0.90488,0.90488,0.92683,0.92683
2006-09-13,2.12,2.82,1689.39,0.88078,0.88078,0.89538,0.89538
2006-09-14,2.14,2.81,1689.69,0.89563,0.89563,0.88592,0.88592
2006-09-15,2.17,2.86,1721.05,0.91768,0.91768,0.92252,0.92252
2006-09-18,2.19,2.89,1732.99,0.92512,0.92512,0.92754,0.92754
2006-09-19,2.2,2.9,1735.24,0.93012,0.93012,0.93494,0.93494
2006-09-20,2.21,2.94,1732.45,0.93029,0.93029,0.95673,0.95673
2006-09-21,2.21,2.91,1740.9,0.93046,0.93046,0.94724,0.94724
2006-09-22,2.19,2.89,1725.36,0.91866,0.91866,0.92105,0.92105
2006-09-25,2.2,2.89,1722.37,0.92601,0.92601,0.92124,0.92124
2006-09-26,2.2,2.89,1712.64,0.92619,0.92619,0.92143,0.92143
2006-09-27,2.23,2.95,1725.04,0.94062,0.94062,0.95962,0.95962
2006-09-28,2.25,2.95,1736.96,0.95024,0.95024,0.95972,0.95972
2006-09-29,2.27,3.04,1752.42,0.96454,0.96454,0.98818,0.98818
2006-10-09,2.3,3.08,1785.39,0.97642,0.97642,0.99528,0.99528
2006-10-10,2.3,3.04,1784.86,0.97647,0.97647,0.98588,0.98588
2006-10-11,2.3,3.0,1790.1,0.97653,0.97653,0.96948,0.96948
2006-10-12,2.27,2.98,1778.18,0.95785,0.95785,0.96019,0.96019
2006-10-13,2.28,2.99,1784.66,0.96495,0.96495,0.96495,0.96495
2006-10-16,2.25,2.95,1771.3,0.93706,0.93706,0.94639,0.94639
2006-10-17,2.25,2.98,1763.9,0.93721,0.93721,0.95814,0.95814
2006-10-18,2.27,3.02,1787.19,0.95592,0.95592,0.9768,0.9768
2006-10-19,2.28,2.99,1792.25,0.96528,0.96528,0.96296,0.96296
2006-10-20,2.24,2.96,1790.36,0.92148,0.92148,0.94688,0.94688
2006-10-23,2.18,2.86,1759.39,0.87788,0.87788,0.88018,0.88018
2006-10-24,2.23,2.93,1805.18,0.91494,0.91494,0.92414,0.92414
2006-10-25,2.24,2.92,1806.65,0.92202,0.92202,0.91972,0.91972
2006-10-26,2.23,2.92,1810.65,0.91304,0.91304,0.91991,0.91991
2006-10-27,2.19,2.85,1807.18,0.88128,0.88128,0.86758,0.86758
2006-10-30,2.16,2.83,1809.66,0.85877,0.85877,0.84738,0.84738
2006-10-31,2.19,2.86,1837.99,0.88182,0.88182,0.875,0.875
2006-11-01,2.2,2.88,1855.71,0.89342,0.89342,0.87982,0.87982
2006-11-02,2.19,2.86,1851.31,0.88009,0.88009,0.8733,0.8733
2006-11-03,2.19,2.87,1866.36,0.88036,0.88036,0.8781,0.8781
2006-11-06,2.18,2.9,1886.31,0.86261,0.86261,0.89865,0.89865
2006-11-07,2.17,2.86,1889.53,0.85618,0.85618,0.86966,0.86966
2006-11-08,2.16,2.86,1866.82,0.84753,0.84753,0.86996,0.86996
2006-11-09,2.19,2.9,1896.48,0.88143,0.88143,0.89933,0.89933
2006-11-10,2.12,2.81,1883.35,0.81027,0.81027,0.81696,0.81696
2006-11-13,2.03,2.71,1863.77,0.67038,0.67038,0.77283,0.77283
2006-11-14,2.05,2.73,1888.24,0.70222,0.70222,0.78889,0.78889
2006-11-15,2.07,2.79,1922.94,0.74279,0.74279,0.8071,0.8071
2006-11-16,2.04,2.75,1941.55,0.68584,0.68584,0.79204,0.79204
2006-11-17,2.08,2.78,1971.79,0.75938,0.75938,0.80353,0.80353
2006-11-20,2.07,2.75,2017.28,0.74229,0.74229,0.79075,0.79075
2006-11-21,2.1,2.8,2037.55,0.78681,0.78681,0.81319,0.81319
2006-11-22,2.12,2.84,2041.36,0.8136,0.8136,0.8443,0.8443
2006-11-23,2.13,2.84,2062.36,0.81838,0.81838,0.84464,0.84464
2006-11-24,2.15,2.87,2050.81,0.83843,0.83843,0.87773,0.87773
2006-11-27,2.18,2.88,2047.28,0.86492,0.86492,0.88017,0.88017
2006-11-28,2.18,2.92,2038.72,0.86522,0.86522,0.92391,0.92391
2006-11-29,2.19,2.96,2054.09,0.88503,0.88503,0.95011,0.95011
2006-11-30,2.22,3.0,2099.29,0.91126,0.91126,0.9697,0.9697
2006-12-01,2.22,3.01,2102.05,0.91145,0.91145,0.97192,0.97192
2006-12-04,2.27,3.05,2161.65,0.9569,0.9569,0.98707,0.98707
2006-12-05,2.3,3.05,2173.29,0.97849,0.97849,0.9871,0.9871
2006-12-06,2.26,3.0,2156.6,0.94206,0.94206,0.96352,0.96352
2006-12-07,2.25,2.97,2156.75,0.93148,0.93148,0.94218,0.94218
2006-12-08,2.17,2.89,2093.64,0.84188,0.84188,0.87393,0.87393
2006-12-11,2.23,2.93,2180.5,0.91045,0.91045,0.91471,0.91471
2006-12-12,2.23,2.99,2218.95,0.91064,0.91064,0.95532,0.95532
2006-12-13,2.23,3.0,2223.46,0.91083,0.91083,0.96391,0.96391
2006-12-14,2.26,3.04,2249.11,0.9428,0.9428,0.98305,0.98305
2006-12-15,2.3,3.09,2273.91,0.97886,0.97886,0.99577,0.99577
2006-12-18,2.33,3.12,2332.43,0.98945,0.98945,1.0,1.0
2006-12-19,2.35,3.14,2364.18,0.99158,0.99158,1.0,1.0
2006-12-20,2.38,3.17,2373.21,1.0,1.0,1.0,1.0
2006-12-21,2.36,3.12,2342.94,0.99371,0.99371,0.99581,0.99581
2006-12-22,2.36,3.11,2343.67,0.99372,0.99372,0.99163,0.99163
2006-12-25,2.36,3.11,2435.76,0.99374,0.99374,0.99165,0.99165
2006-12-26,2.31,3.06,2479.73,0.97083,0.97083,0.97292,0.97292
2006-12-27,2.32,3.09,2536.39,0.97505,0.97505,0.98337,0.98337
2006-12-28,2.27,3.02,2567.59,0.93776,0.93776,0.95436,0.95436
2006-12-29,2.3,3.07,2675.47,0.96273,0.96273,0.97101,0.97101
2007-01-04,2.31,3.06,2715.72,0.96901,0.96901,0.96901,0.96901
2007-01-05,2.38,3.12,2641.33,1.0,1.0,0.99588,0.99588
2007-01-08,2.5,3.23,2707.2,1.0,1.0,1.0,1.0
2007-01-09,2.57,3.33,2807.8,1.0,1.0,1.0,1.0
2007-01-10,2.61,3.43,2825.58,1.0,1.0,1.0,1.0
2007-01-11,2.64,3.45,2770.11,1.0,1.0,1.0,1.0
2007-01-12,2.54,3.35,2668.11,0.99388,0.99388,0.99592,0.99592
2007-01-15,2.65,3.49,2794.7,1.0,1.0,1.0,1.0
2007-01-16,2.75,3.61,2821.02,1.0,1.0,1.0,1.0
2007-01-17,2.72,3.6,2778.9,0.99797,0.99797,0.99797,0.99797
2007-01-18,2.8,3.68,2756.98,1.0,1.0,1.0,1.0
2007-01-19,2.88,3.79,2832.21,1.0,1.0,1.0,1.0
2007-01-22,3.02,3.99,2933.19,1.0,1.0,1.0,1.0
2007-01-23,3.03,3.99,2949.14,1.0,1.0,1.0,1.0
2007-01-24,3.08,4.02,2975.13,1.0,1.0,1.0,1.0
2007-01-25,2.94,3.86,2857.37,0.99399,0.99399,0.99399,0.99399
2007-01-26,2.94,3.89,2882.56,0.994,0.994,0.994,0.994
2007-01-29,3.04,4.01,2945.26,0.998,0.998,0.998,0.998
2007-01-30,3.02,3.99,2930.56,0.99402,0.99402,0.99602,0.99602
2007-01-31,2.88,3.81,2786.34,0.98608,0.98608,0.98608,0.98608
2007-02-01,2.91,3.84,2785.43,0.98611,0.98611,0.98611,0.98611
2007-02-02,2.85,3.77,2673.21,0.9802,0.9802,0.9802,0.9802
2007-02-05,2.88,3.76,2612.54,0.98419,0.98419,0.97826,0.97826
2007-02-06,2.98,3.88,2675.7,0.99014,0.99014,0.98817,0.98817
2007-02-07,3.02,3.95,2716.18,0.99409,0.99409,0.99016,0.99016
2007-02-08,3.1,4.03,2737.73,1.0,1.0,1.0,1.0
2007-02-09,3.13,4.04,2730.39,1.0,1.0,1.0,1.0
2007-02-12,3.2,4.13,2807.17,1.0,1.0,1.0,1.0
2007-02-13,3.23,4.19,2831.87,1.0,1.0,1.0,1.0
2007-02-14,3.31,4.27,2905.09,1.0,1.0,1.0,1.0
2007-02-15,3.42,4.42,2993.01,1.0,1.0,1.0,1.0
2007-02-16,3.45,4.47,2998.47,1.0,1.0,1.0,1.0
2007-02-26,3.6,4.59,3040.6,1.0,1.0,1.0,1.0
2007-02-27,3.3,4.22,2771.79,0.99226,0.99226,0.99226,0.99226
2007-02-28,3.49,4.36,2881.07,0.99807,0.99807,0.99421,0.99421
2007-03-01,3.4,4.29,2797.19,0.99229,0.99229,0.99229,0.99229
2007-03-02,3.46,4.37,2831.53,0.99615,0.99615,0.99423,0.99423
2007-03-05,3.45,4.34,2785.31,0.99424,0.99424,0.9904,0.9904
2007-03-06,3.44,4.35,2840.18,0.99042,0.99042,0.99042,0.99042
2007-03-07,3.53,4.49,2896.59,0.99809,0.99809,0.99809,0.99809
2007-03-08,3.59,4.58,2928.02,0.99809,0.99809,0.99809,0.99809
2007-03-09,3.62,4.59,2937.91,1.0,1.0,1.0,1.0
2007-03-12,3.69,4.65,2954.91,1.0,1.0,1.0,1.0
2007-03-13,3.7,4.72,2964.79,1.0,1.0,1.0,1.0
2007-03-14,3.63,4.69,2906.33,0.99621,0.99621,0.99811,0.99811
2007-03-15,3.71,4.74,2951.7,1.0,1.0,1.0,1.0
2007-03-16,3.65,4.69,2930.48,0.99434,0.99434,0.99623,0.99623
2007-03-19,3.69,4.76,3014.44,0.99623,0.99623,1.0,1.0
2007-03-20,3.77,4.77,3032.2,1.0,1.0,1.0,1.0
2007-03-21,3.88,4.84,3057.38,1.0,1.0,1.0,1.0
2007-03-22,3.89,4.86,3071.23,1.0,1.0,1.0,1.0
2007-03-23,3.93,4.9,3074.29,1.0,1.0,1.0,1.0
2007-03-26,4.03,5.0,3122.81,1.0,1.0,1.0,1.0
2007-03-27,4.09,5.06,3138.83,1.0,1.0,1.0,1.0
2007-03-28,4.04,4.99,3173.02,0.99814,0.99814,0.99628,0.99628
2007-03-29,3.9,4.83,3197.54,0.99258,0.99258,0.98887,0.98887
2007-03-30,3.93,4.86,3183.98,0.99444,0.99444,0.99259,0.99259
2007-04-02,4.06,4.95,3252.6,0.99815,0.99815,0.99445,0.99445
2007-04-03,4.05,5.02,3291.3,0.99631,0.99631,0.99815,0.99815
2007-04-04,4.09,5.02,3291.54,1.0,1.0,0.99816,0.99816
2007-04-05,4.18,5.12,3319.14,1.0,1.0,1.0,1.0
2007-04-06,4.24,5.19,3323.59,1.0,1.0,1.0,1.0
2007-04-09,4.32,5.24,3398.95,1.0,1.0,1.0,1.0
2007-04-10,4.34,5.25,3444.29,1.0,1.0,1.0,1.0
2007-04-11,4.38,5.34,3495.22,1.0,1.0,1.0,1.0
2007-04-12,4.48,5.42,3531.03,1.0,1.0,1.0,1.0
2007-04-13,4.51,5.48,3518.27,1.0,1.0,1.0,1.0
2007-04-16,4.62,5.65,3596.44,1.0,1.0,1.0,1.0
2007-04-17,4.73,5.8,3611.87,1.0,1.0,1.0,1.0
2007-04-18,4.86,5.95,3612.4,1.0,1.0,1.0,1.0
2007-04-19,4.59,5.6,3449.02,0.99458,0.99458,0.99458,0.99458
2007-04-20,4.81,5.94,3584.2,0.9982,0.9982,0.9982,0.9982
2007-04-23,5.02,6.09,3710.89,1.0,1.0,1.0,1.0
2007-04-24,5.02,6.07,3720.53,1.0,1.0,0.9982,0.9982
2007-04-25,4.99,6.05,3743.96,0.99642,0.99642,0.99642,0.99642
2007-04-26,5.07,6.14,3783.06,1.0,1.0,1.0,1.0
2007-04-27,4.97,6.04,3759.87,0.99286,0.99286,0.99286,0.99286
2007-04-30,5.04,6.13,3841.27,0.99822,0.99822,0.99822,0.99822
2007-05-08,5.28,6.34,3950.01,1.0,1.0,1.0,1.0
2007-05-09,5.28,6.38,4013.09,1.0,1.0,1.0,1.0
2007-05-10,5.35,6.42,4049.7,1.0,1.0,1.0,1.0
2007-05-11,5.23,6.4,4021.68,0.99469,0.99469,0.99823,0.99823
2007-05-14,5.32,6.43,4046.39,0.99823,0.99823,1.0,1.0
2007-05-15,5.16,6.29,3899.18,0.99118,0.99118,0.99118,0.99118
2007-05-16,5.27,6.46,3986.04,0.99296,0.99296,1.0,1.0
2007-05-17,5.44,6.65,4048.29,1.0,1.0,1.0,1.0
2007-05-18,5.37,6.66,4030.26,0.99825,0.99825,1.0,1.0
2007-05-21,5.6,6.87,4072.23,1.0,1.0,1.0,1.0
2007-05-22,5.71,6.94,4110.38,1.0,1.0,1.0,1.0
2007-05-23,5.85,7.0,4173.71,1.0,1.0,1.0,1.0
2007-05-24,5.82,7.02,4151.13,0.99826,0.99826,1.0,1.0
2007-05-25,5.91,7.16,4179.78,1.0,1.0,1.0,1.0
2007-05-28,6.06,7.36,4272.11,1.0,1.0,1.0,1.0
2007-05-29,6.2,7.46,4334.92,1.0,1.0,1.0,1.0
2007-05-30,5.65,6.86,4053.09,0.98962,0.98962,0.98789,0.98789
2007-05-31,5.42,6.66,4109.65,0.98446,0.98446,0.98618,0.98618
2007-06-01,5.08,6.28,4000.74,0.96897,0.96897,0.96897,0.96897
2007-06-04,4.68,5.86,3670.4,0.95181,0.95181,0.95353,0.95353
2007-06-05,4.72,5.86,3767.1,0.95189,0.95189,0.95361,0.95361
2007-06-06,4.78,5.95,3776.32,0.95369,0.95369,0.95712,0.95712
2007-06-07,5.04,6.21,3890.8,0.96575,0.96575,0.96747,0.96747
2007-06-08,5.11,6.36,3913.14,0.96923,0.96923,0.97265,0.97265
2007-06-11,5.23,6.5,3995.68,0.9727,0.9727,0.98123,0.98123
2007-06-12,5.4,6.66,4072.14,0.98296,0.98296,0.98637,0.98637
2007-06-13,5.57,6.87,4176.48,0.98639,0.98639,0.9898,0.9898
2007-06-14,5.46,6.77,4115.21,0.98472,0.98472,0.98472,0.98472
2007-06-15,5.55,6.85,4132.87,0.98475,0.98475,0.98475,0.98475
2007-06-18,5.68,7.01,4253.35,0.98985,0.98985,0.99323,0.99323
2007-06-19,5.78,7.11,4269.52,0.99155,0.99155,0.99493,0.99493
2007-06-20,5.6,6.92,4181.32,0.98482,0.98482,0.98651,0.98651
2007-06-21,5.58,6.88,4230.82,0.98148,0.98148,0.98485,0.98485
2007-06-22,5.23,6.58,4091.45,0.95966,0.95966,0.96807,0.96807
2007-06-25,4.88,6.21,3941.08,0.93792,0.93792,0.94966,0.94966
2007-06-26,4.93,6.23,3973.37,0.93802,0.93802,0.94975,0.94975
2007-06-27,5.08,6.49,4078.6,0.95151,0.95151,0.96488,0.96488
2007-06-28,4.71,6.1,3914.2,0.92487,0.92487,0.9399,0.9399
2007-06-29,4.5,5.77,3820.7,0.91667,0.91667,0.92167,0.92167
2007-07-02,4.63,5.94,3836.29,0.9218,0.9218,0.92845,0.92845
2007-07-03,4.73,6.02,3899.72,0.92857,0.92857,0.93189,0.93189
2007-07-04,4.57,5.88,3816.17,0.91542,0.91542,0.92371,0.92371
2007-07-05,4.29,5.58,3615.87,0.90397,0.90397,0.91225,0.91225
2007-07-06,4.54,5.84,3781.35,0.91405,0.91405,0.91901,0.91901
2007-07-09,4.65,5.99,3883.22,0.92079,0.92079,0.93069,0.93069
2007-07-10,4.53,5.86,3853.02,0.91104,0.91104,0.92092,0.92092
2007-07-11,4.57,5.87,3865.72,0.91447,0.91447,0.92105,0.92105
2007-07-12,4.63,5.95,3915.99,0.91954,0.91954,0.92939,0.92939
2007-07-13,4.62,5.93,3914.4,0.91639,0.91639,0.92131,0.92131
2007-07-16,4.46,5.8,3821.92,0.90016,0.90016,0.90998,0.90998
2007-07-17,4.58,5.85,3896.19,0.91176,0.91176,0.91176,0.91176
2007-07-18,4.6,5.89,3930.06,0.91354,0.91354,0.92007,0.92007
2007-07-19,4.6,5.9,3912.94,0.91368,0.91368,0.9202,0.9202
2007-07-20,4.8,6.11,4058.85,0.93171,0.93171,0.94146,0.94146
2007-07-23,5.06,6.35,4213.36,0.94805,0.94805,0.95455,0.95455
2007-07-24,5.05,6.37,4210.33,0.94652,0.94652,0.95624,0.95624
2007-07-25,5.24,6.55,4323.97,0.96117,0.96117,0.96764,0.96764
2007-07-26,5.31,6.68,4346.46,0.96607,0.96607,0.97577,0.97577
2007-07-27,5.4,6.77,4345.36,0.97258,0.97258,0.97742,0.97742
2007-07-30,5.5,6.88,4440.77,0.97746,0.97746,0.98551,0.98551
2007-07-31,5.56,6.95,4471.03,0.9791,0.9791,0.98875,0.98875
2007-08-01,5.23,6.6,4300.56,0.95345,0.95345,0.96308,0.96308
2007-08-02,5.44,6.86,4407.73,0.97276,0.97276,0.97756,0.97756
2007-08-03,5.46,6.96,4560.77,0.9744,0.9744,0.9888,0.9888
2007-08-06,5.6,7.09,4628.11,0.98562,0.98562,0.99361,0.99361
2007-08-07,5.58,7.11,4651.23,0.98086,0.98086,0.99522,0.99522
2007-08-08,5.45,6.96,4663.16,0.96815,0.96815,0.98567,0.98567
2007-08-09,5.5,7.01,4754.1,0.97297,0.97297,0.98887,0.98887
2007-08-10,5.43,6.89,4749.37,0.9619,0.9619,0.97619,0.97619
2007-08-13,5.45,6.85,4820.06,0.96672,0.96672,0.96513,0.96513
2007-08-14,5.56,7.01,4872.79,0.97627,0.97627,0.98892,0.98892
2007-08-15,5.55,6.96,4869.88,0.97314,0.97314,0.98262,0.98262
2007-08-16,5.57,7.01,4765.45,0.97792,0.97792,0.98896,0.98896
2007-08-17,5.45,6.92,4656.57,0.9622,0.9622,0.97323,0.97323
2007-08-20,5.63,7.14,4904.86,0.98585,0.98585,0.99528,0.99528
2007-08-21,5.72,7.25,4955.21,0.99058,0.99058,0.99686,0.99686
2007-08-22,5.77,7.34,4980.08,0.9906,0.9906,0.99687,0.99687
2007-08-23,5.85,7.4,5032.49,0.99531,0.99531,0.99844,0.99844
2007-08-24,5.89,7.39,5107.67,0.99531,0.99531,0.99688,0.99688
2007-08-27,5.88,7.32,5150.12,0.99376,0.99376,0.9922,0.9922
2007-08-28,5.84,7.38,5194.69,0.9891,0.9891,0.99533,0.99533
2007-08-29,5.75,7.33,5109.43,0.98289,0.98289,0.99067,0.99067
2007-08-30,5.95,7.54,5167.88,0.99689,0.99689,1.0,1.0
2007-08-31,6.04,7.65,5218.83,0.9969,0.9969,1.0,1.0
2007-09-03,6.23,7.82,5321.06,1.0,1.0,1.0,1.0
2007-09-04,6.13,7.77,5294.05,0.99691,0.99691,0.99845,0.99845
2007-09-05,6.16,7.76,5310.72,0.99691,0.99691,0.99691,0.99691
2007-09-06,6.23,7.87,5393.66,1.0,1.0,1.0,1.0
2007-09-07,6.1,7.67,5277.18,0.99231,0.99231,0.99385,0.99385
2007-09-10,6.19,7.8,5355.29,0.99539,0.99539,0.99693,0.99693
2007-09-11,5.83,7.36,5113.97,0.97546,0.97546,0.9816,0.9816
2007-09-12,5.9,7.45,5172.63,0.98315,0.98315,0.98622,0.98622
2007-09-13,5.95,7.61,5273.59,0.98624,0.98624,0.9893,0.9893
2007-09-14,6.12,7.73,5312.18,0.99084,0.99084,0.99237,0.99237
2007-09-17,6.2,7.81,5421.39,0.99695,0.99695,0.99695,0.99695
2007-09-18,6.26,7.89,5425.21,1.0,1.0,1.0,1.0
2007-09-19,6.13,7.74,5395.27,0.98936,0.98936,0.98936,0.98936
2007-09-20,6.2,7.83,5470.07,0.99545,0.99545,0.99697,0.99697
2007-09-21,6.15,7.71,5454.67,0.98788,0.98788,0.98485,0.98485
2007-09-24,6.08,7.76,5485.01,0.98033,0.98033,0.98941,0.98941
2007-09-25,6.1,7.68,5425.88,0.98187,0.98187,0.98187,0.98187
2007-09-26,6.0,7.54,5338.52,0.97436,0.97436,0.97587,0.97587
2007-09-27,6.08,7.66,5409.4,0.97892,0.97892,0.97892,0.97892
2007-09-28,6.17,7.78,5552.3,0.98947,0.98947,0.99098,0.99098
2007-10-08,6.14,7.8,5692.76,0.98498,0.98498,0.99249,0.99249
2007-10-09,6.27,7.8,5715.89,1.0,1.0,0.9925,0.9925
2007-10-10,6.22,7.82,5771.46,0.99401,0.99401,0.99551,0.99551
2007-10-11,6.09,7.69,5913.23,0.97309,0.97309,0.97608,0.97608
2007-10-12,5.89,7.54,5903.26,0.95821,0.95821,0.96716,0.96716
2007-10-15,5.91,7.55,6030.09,0.96125,0.96125,0.96721,0.96721
2007-10-16,5.93,7.59,6092.06,0.96131,0.96131,0.96726,0.96726
2007-10-17,5.95,7.62,6036.28,0.96434,0.96434,0.9688,0.9688
2007-10-18,5.85,7.43,5825.28,0.94955,0.94955,0.95549,0.95549
2007-10-19,5.81,7.42,5818.05,0.94074,0.94074,0.95407,0.95407
2007-10-22,5.62,7.17,5667.33,0.92751,0.92751,0.93935,0.93935
2007-10-23,5.61,7.15,5773.39,0.92614,0.92614,0.93648,0.93648
2007-10-24,5.46,7.0,5843.11,0.9056,0.9056,0.92183,0.92183
2007-10-25,5.04,6.53,5562.39,0.86009,0.86009,0.88071,0.88071
2007-10-26,4.94,6.41,5589.63,0.85,0.85,0.87206,0.87206
2007-10-29,4.97,6.48,5748.0,0.85169,0.85169,0.87665,0.87665
2007-10-30,5.1,6.59,5897.19,0.86804,0.86804,0.88416,0.88416
2007-10-31,5.3,6.81,5954.77,0.88287,0.88287,0.89605,0.89605
2007-11-01,5.1,6.65,5914.29,0.86696,0.86696,0.88596,0.88596
2007-11-02,4.97,6.47,5777.81,0.84818,0.84818,0.87153,0.87153
2007-11-05,5.08,6.56,5634.45,0.86443,0.86443,0.87901,0.87901
2007-11-06,5.11,6.58,5536.57,0.869,0.869,0.88064,0.88064
2007-11-07,5.09,6.54,5601.78,0.86337,0.86337,0.875,0.875
2007-11-08,4.84,6.27,5330.02,0.83454,0.83454,0.84906,0.84906
2007-11-09,4.81,6.15,5315.54,0.83333,0.83333,0.84348,0.84348
2007-11-12,4.73,6.04,5187.74,0.82779,0.82779,0.83213,0.83213
2007-11-13,4.77,6.07,5158.12,0.82803,0.82803,0.83526,0.83526
2007-11-14,4.93,6.29,5412.69,0.83983,0.83983,0.85281,0.85281
2007-11-15,4.88,6.22,5365.27,0.83718,0.83718,0.84582,0.84582
2007-11-16,4.89,6.22,5316.27,0.83741,0.83741,0.84604,0.84604
2007-11-19,5.11,6.38,5269.82,0.87069,0.87069,0.86063,0.86063
2007-11-20,5.11,6.45,5293.7,0.87088,0.87088,0.86657,0.86657
2007-11-21,5.07,6.35,5214.23,0.85673,0.85673,0.85387,0.85387
2007-11-22,4.84,6.06,4984.16,0.82833,0.82833,0.82546,0.82546
2007-11-23,4.88,6.14,5032.13,0.83286,0.83286,0.83571,0.83571
2007-11-26,4.86,6.14,4958.85,0.82882,0.82882,0.83595,0.83595
2007-11-27,4.83,6.1,4861.11,0.82336,0.82336,0.82906,0.82906
